stock_id,date,open,high,low,close,volume,daily_return
STK100,2023-01-01,143.08125452106185,144.46261826898302,141.9263477125403,143.63502971184062,3272355,0.0
STK100,2023-01-02,144.54473596374046,144.54473596374046,143.12013748701114,144.38350567605644,2360168,0.0052109570048295
STK100,2023-01-03,144.08609076084377,146.31939689279238,141.4466631949252,144.5940141918406,2247222,0.0014579817465885
STK100,2023-01-04,144.42194629683718,145.13624175553628,141.56066032100895,144.70486891628653,1958818,0.0007666619193438
STK100,2023-01-05,144.97782542900453,144.97782542900453,140.85514401888804,143.85374252714834,1889784,-0.0058818089226186
STK100,2023-01-06,145.31263165743314,147.2061339497354,142.76859630305222,144.3090319719288,1454391,0.0031649468187768
STK100,2023-01-07,145.1423742932041,145.1423742932041,142.58111603960606,144.62789363424298,1439271,0.0022095752286399
STK100,2023-01-08,147.1055268913225,149.71832637514558,146.63739567515853,146.66889276469507,1394043,0.0141120711860305
STK100,2023-01-09,145.36808252897455,147.6536152153389,144.08451114812647,145.81799696538928,2193988,-0.0058014742135601
STK100,2023-01-10,142.31511948301952,142.59215116212565,141.05221366443075,142.34451962655726,2930788,-0.0238206353887612
STK100,2023-01-11,143.74033943601867,144.39554601109262,142.57389806682514,143.74665750144962,1962662,0.0098503116141801
STK100,2023-01-12,146.18120388694453,146.1849970691786,143.1689189108143,145.76812913123953,2182353,0.0140627383267644
STK100,2023-01-13,146.06644116257834,146.06644116257834,143.8444322669746,145.16498792824166,1423699,-0.0041376754067745
STK100,2023-01-14,146.69063721513726,146.69063721513726,143.72477039960313,146.22372756219409,1122820,0.0072933539213724
STK100,2023-01-15,144.58938785294924,144.97851992748045,143.86035582761693,143.87899036966263,1003874,-0.0160352716458699
STK100,2023-01-16,142.5273874973933,143.43757948420614,142.47158782259746,143.1541872053941,1023948,-0.0050375886180903
STK100,2023-01-17,141.68694864169584,144.69762592854366,139.96865203959817,142.92293193120943,1392843,-0.001615427943109
STK100,2023-01-18,142.78997471281397,146.21120169840887,142.78997471281397,144.19220008940843,1321127,0.0088807872959806
STK100,2023-01-19,142.2789297316394,143.0668847970065,142.2789297316394,142.69458544285666,1792224,-0.0103862389617687
STK100,2023-01-20,143.37330921482192,145.96776251341743,143.37330921482192,144.11102690586597,3220273,0.0099263854939788
STK100,2023-01-21,144.23393548299478,146.8155866678894,143.9033853915674,144.63873734531413,4806358,0.0036618324827624
STK100,2023-01-22,144.60737283950573,145.77790903512494,144.60737283950573,145.51087936760644,4930251,0.0060297956017836
STK100,2023-01-23,143.3272320229364,143.94246567293263,142.20926717846865,142.9470522639759,5997407,-0.0176194873865994
STK100,2023-01-24,141.90833542973903,142.3840264012326,140.608011484175,141.5717530877289,5073820,-0.0096210390803115
STK100,2023-01-25,142.09405370715973,142.09405370715973,140.40736577388896,141.56857598687264,4654771,-2.2441629681901887e-05
STK100,2023-01-26,137.79756566495388,139.67999947007357,136.33353569655395,138.9839865914823,3543726,-0.0182568015350381
STK100,2023-01-27,140.99396058426657,141.02107477566062,139.61013384457095,140.60551454332625,4264272,0.0116670128092533
STK100,2023-01-28,143.4206626320319,144.6885905557973,139.61365425469927,141.8542719248875,4486357,0.0088812831105316
STK100,2023-01-29,142.18674717926544,145.36059917797658,141.98381664716402,143.05257371068868,4810885,0.0084474141634287
STK100,2023-01-30,142.8745760356863,143.18103713601622,140.6492892184421,142.83535394837833,6491955,-0.0015184610571891
STK100,2023-01-31,141.15520083168212,143.57527137600965,141.15520083168212,142.48555413036487,4992960,-0.0024489722491244
STK100,2023-02-01,145.4178941584556,147.09652576626326,144.58264243346355,144.62940148187414,6840600,0.0150460681055974
STK100,2023-02-02,142.55754999591534,143.4034312493048,141.26429732750742,141.96968653873213,8149794,-0.0183898634433286
STK100,2023-02-03,138.82641274434786,139.47040502735967,137.29801018588205,138.5577182352774,10764608,-0.024033076261839
STK100,2023-02-04,138.19988354783686,138.19988354783686,136.9551334625309,137.07443651107909,13297116,-0.0107051540909445
STK100,2023-02-05,135.4867534094089,137.19261385807673,133.14141896643352,136.13156875037723,14625068,-0.0068785091130076
STK100,2023-02-06,133.98106346845125,137.300347913635,132.579743539433,133.944124440578,13393024,-0.0160686042912669
STK100,2023-02-07,135.9077367715343,135.9077367715343,133.2807442693216,133.91495045070718,17254930,-0.00021780716394
STK100,2023-02-08,136.88393824550135,137.05018570326428,134.53013418379982,136.8652802881663,20260857,0.022031370116103
STK100,2023-02-09,137.77781722248628,139.04686817645933,136.9303601214743,137.42256907306628,14011705,0.0040718053821
STK100,2023-02-10,135.07624780995226,135.59308173915238,134.6019213902336,135.15191431249605,14811788,-0.0165231575561868
STK100,2023-02-11,134.45622884694146,136.54171598098134,133.40648693970377,135.4396589488003,17513856,0.0021290459537177
STK100,2023-02-12,136.46948270922144,137.25425640231057,135.77400439102573,136.65316791874088,19410204,0.0089597757359927
STK100,2023-02-13,135.36672835809495,135.93437202523162,133.41273104954672,134.3159047977622,24608040,-0.0171036146221543
STK100,2023-02-14,133.79072415594715,134.4596504717077,133.7714807925417,134.21341026388362,17555278,-0.0007630856080141
STK100,2023-02-15,133.29833582635345,134.15023829739573,133.03913114253714,133.61251325653063,10188692,-0.0044771756128655
STK100,2023-02-16,132.81250736868728,134.39485730019854,131.72362474370473,133.1276379225116,12483549,-0.0036289664957359
STK100,2023-02-17,132.1869105395434,134.7715286648054,130.7928776387019,132.67081014018808,9256808,-0.0034315021993361
STK100,2023-02-18,131.7991118478271,133.2004806190859,131.69713158639854,132.3261025086058,10536901,-0.0025982175824361
STK100,2023-02-19,131.1084420624193,131.1084420624193,129.015385046814,130.24955136879473,7315540,-0.0156926796787959
STK100,2023-02-20,129.49796608638053,134.14751255640405,129.49796608638053,130.5131955908374,4573433,0.0020241468724615
STK100,2023-02-21,134.14292312493637,134.25510358454898,131.58066658171887,133.62481124431648,4363050,0.0238413873738414
STK100,2023-02-22,132.92412936433067,133.1605735147251,131.0380072508901,132.23727168838982,3293202,-0.0103838467048585
STK100,2023-02-23,131.0628003198773,131.63988497222738,129.583820254098,131.53674842508772,2730234,-0.0052974721450155
STK100,2023-02-24,128.2772914314886,128.8520367733492,126.88034197700424,128.30105016460843,3765326,-0.0245991960362472
STK100,2023-02-25,128.45427492979456,130.0606598092222,128.15027459772156,128.34136234428794,3734401,0.0003141999198585
STK100,2023-02-26,128.97774436294046,131.11472215383603,127.8981855399492,129.66513703485828,2552906,0.0103144821465988
STK100,2023-02-27,127.32156796716826,129.27911492619654,127.09883974477845,128.55002652338473,2903227,-0.0085999254462189
STK100,2023-02-28,129.96495206021112,129.96495206021112,127.11918350485706,128.51499193499058,3203625,-0.0002725366096115
STK100,2023-03-01,128.20230853278082,130.57620514154553,127.55533978049527,128.45574035187502,2971637,-0.0004610480242299
STK100,2023-03-02,130.883173601979,133.10637909731275,128.72340735343874,130.72968774075943,3921782,0.017702185847479
STK100,2023-03-03,128.64884332371113,128.89460163843134,126.8523680033064,126.87510855672024,5663439,-0.0294851096996645
STK100,2023-03-04,130.0307622495695,131.15737802707744,130.0307622495695,130.2252130999528,7756269,0.0264047422803572
STK100,2023-03-05,129.83588280492944,130.62310517483024,129.5728549158058,129.9554002884479,6152596,-0.0020718937990742
STK100,2023-03-06,132.08330881504355,132.08330881504355,130.81857869184796,131.15540811292746,5009930,0.0092339973699904
STK100,2023-03-07,132.45644355316523,133.91971978945492,131.3321735929724,131.78153327188173,4977043,0.0047739179646726
STK100,2023-03-08,133.79072654154072,135.66096855526305,131.48809595914193,133.77362268999815,4395538,0.0151166052530782
STK100,2023-03-09,133.8022207816348,134.411446440556,132.89995971966854,133.1296862155793,4894290,-0.0048136281388676
STK100,2023-03-10,137.45544815594343,137.45544815594343,134.58236334997795,136.28566888935222,5013178,0.0237060776111375
STK100,2023-03-11,135.95786023046324,136.04692567480672,134.23794582393134,135.67272731495896,6302822,-0.0044974763626166
STK100,2023-03-12,136.49664727617494,137.26175415015652,135.04343953155868,136.90972874604628,4503734,0.0091175393578966
STK100,2023-03-13,136.62123713575306,136.62123713575306,134.91325706025725,136.09731720385977,5985276,-0.0059339212021483
STK100,2023-03-14,137.2252828884643,137.2252828884643,134.81325171713598,136.86438265511126,1550727,0.0056361540918732
STK100,2023-03-15,138.50885316410054,138.50885316410054,136.22521856263444,137.7244041741861,1981731,0.0062837496680347
