stock_id,date,open,high,low,close,volume,daily_return
STK100,2023-01-01,143.08125452106185,144.46261826898302,141.9263477125403,143.63502971184062,3272355,0.0
STK100,2023-01-02,144.54473596374046,144.49217728736926,143.12013748701114,144.38350567605644,2360168,0.005210957004829542
STK100,2023-01-03,144.08609076084375,146.31939689279238,141.4466631949252,144.59401419184059,2247222,0.0014579817465885103
STK100,2023-01-04,144.42194629683718,145.13624175553628,141.56066032100895,144.70486891628653,1958818,0.0007666619193438251
STK100,2023-01-05,144.97782542900453,144.653051806848,140.85514401888804,143.85374252714834,1889784,-0.005881808922618692
STK100,2023-01-06,145.31263165743314,147.2061339497354,142.76859630305222,144.3090319719288,1454391,0.0031649468187768814
STK100,2023-01-07,145.1423742932041,145.046414863823,142.58111603960606,144.62789363424298,1439271,0.0022095752286399595
STK100,2023-01-08,147.1055268913225,149.71832637514558,146.63739567515853,146.66889276469507,1394043,0.014112071186030528
STK100,2023-01-09,145.36808252897455,147.6536152153389,144.08451114812647,145.81799696538928,2193988,-0.005801474213560143
STK100,2023-01-10,142.31511948301952,142.59215116212565,141.05221366443075,142.34451962655726,2930788,-0.023820635388761224
STK100,2023-01-11,143.74033943601867,144.39554601109262,142.57389806682514,143.74665750144962,1962662,0.009850311614180152
STK100,2023-01-12,146.18120388694453,146.1849970691786,143.1689189108143,145.76812913123953,2182353,0.014062738326764412
STK100,2023-01-13,146.06644116257834,145.28948602250537,143.8444322669746,145.16498792824166,1423699,-0.004137675406774566
STK100,2023-01-14,146.69063721513726,146.53936704831597,143.72477039960313,146.22372756219409,1122820,0.007293353921372425
STK100,2023-01-15,144.58938785294924,144.97851992748045,143.86035582761693,143.87899036966263,1003874,-0.01603527164586993
STK100,2023-01-16,142.5273874973933,143.43757948420614,142.47158782259746,143.1541872053941,1023948,-0.005037588618090338
STK100,2023-01-17,141.68694864169584,144.69762592854366,139.96865203959817,142.92293193120943,1392843,-0.0016154279431090934
STK100,2023-01-18,142.78997471281397,146.21120169840887,143.86104472945112,144.19220008940843,1321127,0.00888078729598063
STK100,2023-01-19,142.2789297316394,143.0668847970065,142.59231047352088,142.69458544285666,1792224,-0.010386238961768712
STK100,2023-01-20,143.37330921482192,145.96776251341745,143.44160725590223,144.11102690586597,3220273,0.00992638549397884
STK100,2023-01-21,144.23393548299478,146.8155866678894,143.9033853915674,144.63873734531413,4806358,0.003661832482762417
STK100,2023-01-22,144.60737283950573,145.77790903512494,144.9969966045014,145.51087936760644,4930251,0.006029795601783627
STK100,2023-01-23,143.32723202293639,143.94246567293263,142.20926717846865,142.9470522639759,5997407,-0.017619487386599464
STK100,2023-01-24,141.90833542973903,142.3840264012326,140.608011484175,141.57175308772887,5073820,-0.009621039080311533
STK100,2023-01-25,142.09405370715973,141.9132339022178,140.40736577388896,141.56857598687264,4654771,-2.2441629681901887e-05
STK100,2023-01-26,137.79756566495388,139.67999947007357,136.33353569655395,138.98398659148233,3543726,-0.01825680153503817
STK100,2023-01-27,140.99396058426655,141.02107477566062,139.61013384457095,140.60551454332625,4264272,0.011667012809253308
STK100,2023-01-28,143.42066263203193,144.6885905557973,139.61365425469927,141.8542719248875,4486357,0.008881283110531601
STK100,2023-01-29,142.18674717926544,145.36059917797658,141.98381664716402,143.05257371068868,4810885,0.008447414163428757
STK100,2023-01-30,142.8745760356863,143.18103713601622,140.6492892184421,142.83535394837833,6491955,-0.0015184610571891133
STK100,2023-01-31,141.15520083168212,143.57527137600965,141.18014242578494,142.48555413036487,4992960,-0.002448972249124437
STK100,2023-02-01,145.4178941584556,147.09652576626326,144.58264243346355,144.62940148187414,6840600,0.015046068105597499
STK100,2023-02-02,142.55754999591534,143.4034312493048,141.26429732750742,141.96968653873213,8149794,-0.018389863443328602
STK100,2023-02-03,138.82641274434786,139.47040502735967,137.29801018588205,138.5577182352774,10764608,-0.024033076261839037
STK100,2023-02-04,138.19988354783686,137.12763822891463,136.9551334625309,137.07443651107909,13297116,-0.010705154090944524
STK100,2023-02-05,135.4867534094089,137.19261385807673,133.14141896643352,136.13156875037723,14625068,-0.006878509113007691
STK100,2023-02-06,133.98106346845123,137.300347913635,132.579743539433,133.944124440578,13393024,-0.016068604291266997
STK100,2023-02-07,135.9077367715343,135.8088443282831,133.2807442693216,133.91495045070718,17254930,-0.00021780716394004251
STK100,2023-02-08,136.88393824550135,137.05018570326428,134.53013418379982,136.8652802881663,20260857,0.02203137011610301
STK100,2023-02-09,137.77781722248628,139.04686817645933,136.9303601214743,137.42256907306628,14011705,0.004071805382100058
